id,premise,hypothesis,label,label_text,source_family_id,profile,difficulty,domain
controlplane-nli-v1-train-b004-000085,"Approval for a conventional mortgage product requires the applicant to provide a minimum 20% down payment and maintain a debt-to-income (DTI) ratio below 36%. If either condition is not met, the applicant must apply for an FHA loan instead. Applicant Kevin is offering a 25% down payment but has a calculated DTI ratio of 42%.",Kevin cannot be approved for the conventional mortgage product.,1,entailment,controlplane-nli-v1-train-b004-f022,regulated_decision_support,medium,Mortgage Underwriting
controlplane-nli-v1-train-b004-000079,"The Merit Foundation Scholarship requires applicants to possess a minimum unweighted GPA of 3.5. In addition to the academic threshold, applicants must log at least 50 hours of documented community service. Applicant Jessica has an unweighted GPA of 3.8 and has submitted documentation for 40 hours of community service.",Jessica intends to complete an additional 10 hours of community service before the deadline.,2,neutral,controlplane-nli-v1-train-b004-f020,regulated_decision_support,easy,Education
controlplane-nli-v1-train-b001-000003,"Asterline Retail's refund file RF-204 concerns a damaged desk lamp. Approval for $86.40 was entered on 2026-08-04, with repayment directed to the original payment method. The warehouse intake occurred on 2026-08-02. The record contains no timing estimate for when the payment processor will post the credit.",The refund for RF-204 will post to the customer account within three business days.,2,neutral,controlplane-nli-v1-train-b001-f001,customer_support,easy,refunds
controlplane-nli-v1-train-b001-000027,"HarborLeaf Travel's T-Plus guide describes checked-bag reimbursement with a $75 trip cap, a receipt requirement, and an operating-carrier requirement. Seat-selection charges are handled elsewhere. The guide does not state whether the benefit is available on international trips.",T-Plus checked-bag reimbursement is available on all international trips.,2,neutral,controlplane-nli-v1-train-b001-f007,customer_support,medium,benefit inquiries
controlplane-nli-v1-train-b006-000081,"The commercial lease for Suite 4B states an annual base rent of $120,000. In addition to the base rent, the tenant pays a flat monthly maintenance fee of $400. Property taxes are assessed separately and passed through at a rate of $2,400 annually.","The total amount the tenant must pay each month, including base rent, maintenance, and taxes, is $10,600.",1,entailment,controlplane-nli-v1-train-b006-f021,regulated_decision_support,medium,real_estate
controlplane-nli-v1-train-b004-000020,"The policy dated January 2023 stated that unredeemed store credits expire 12 months from issuance. A superseding policy issued in November 2023 mandates that store credits issued on or after December 1, 2023, never expire. Customer Maya received a $50 store credit on December 15, 2023.",The November 2023 superseding policy dictates the terms for Maya's store credit.,1,entailment,controlplane-nli-v1-train-b004-f005,customer_support,medium,Retail Policies
controlplane-nli-v1-train-b001-000093,Brightpath Learning's synthetic program rule says applicants are eligible for Track R only if they complete Module A and Module B. Applicant P-44 completed Module A on 2026-07-03 and Module B on 2026-07-19. Applicant P-45 completed Module A but has no completion entry for Module B. The file does not record enrollment decisions.,Applicant P-44 satisfies the stated completion requirements for Track R eligibility.,1,entailment,controlplane-nli-v1-train-b001-f024,regulated_decision_support,hard,eligibility decisions
controlplane-nli-v1-train-b004-000010,"Cloud platform customers can claim a 10% monthly service credit if they experience an unscheduled outage lasting more than 4 consecutive hours. To qualify, the customer must report the outage via the support portal within 24 hours of its resolution. The Alpha server cluster experienced a 6-hour unscheduled outage on Tuesday. CorpNet uses the Alpha cluster and submitted a support ticket on Thursday, 48 hours after resolution.",CorpNet qualifies for the service credit because their outage lasted longer than 4 hours.,0,contradiction,controlplane-nli-v1-train-b004-f003,customer_support,medium,Cloud Infrastructure
controlplane-nli-v1-train-b004-000071,"A preliminary soft credit check may result in a ""pre-approved"" status for an auto loan. However, final loan approval is strictly contingent on a hard credit inquiry and manual income verification by an underwriter. Customer Emily received a pre-approved status letter in the mail, but has not yet submitted her income documents to an underwriter.",Emily intends to use the loan to purchase a pre-owned sedan.,2,neutral,controlplane-nli-v1-train-b004-f018,regulated_decision_support,easy,Consumer Lending
controlplane-nli-v1-train-b005-000016,"The service formerly called Threadline Desk has been called Threadline Hub since February 1. A support request submitted after that date still says Threadline Desk, and the case note explicitly maps the former name to the current one. The customer's requested contact export remains queued.",Threadline Desk is the former name of Threadline Hub.,1,entailment,controlplane-nli-v1-train-b005-f004,customer_support,medium,customer support platform
controlplane-nli-v1-train-b006-000064,"The annual compliance training requires a total of 12 hours. Employee 908 completed 3.5 hours on Monday, 4.5 hours on Tuesday, and 2 hours on Thursday. The training portal limits users to a maximum of 5 hours per day.",Employee 908 is permitted to complete the remaining hours in a single day.,1,entailment,controlplane-nli-v1-train-b006-f016,internal_assistant,hard,training
controlplane-nli-v1-train-b002-000068,Granite Hollow Foods policy resolves SP-8 repository differences by treating the controlled register as authoritative. That register shows revision 6 effective July 1. The local folder's revision 5 status is an outdated marker and does not supersede the controlled register.,The local folder status supersedes the controlled register when SP-8 versions disagree.,0,contradiction,controlplane-nli-v1-train-b002-f017,internal_assistant,medium,compliance documentation
controlplane-nli-v1-train-b006-000038,"Team Beta consists of 14 full-time developers and 6 contractors. During the upcoming fiscal year, 2 developers will transition to part-time roles, and 3 contractors will be converted to full-time developers. No other staffing changes are planned.",Team Beta will have 4 contractors remaining after the transitions.,0,contradiction,controlplane-nli-v1-train-b006-f010,internal_assistant,easy,human_resources
controlplane-nli-v1-train-b001-000083,"Riverbend records AU-330 as received on 2026-08-10, checklist-complete on 2026-08-11, and queued for clinical review. The synthetic file intentionally omits a medical necessity decision and gives no appointment date. It also contains no scheduling preference.",The imaging appointment for AU-330 is scheduled for 2026-08-19.,2,neutral,controlplane-nli-v1-train-b001-f021,regulated_decision_support,medium,healthcare administration
controlplane-nli-v1-train-b003-000020,"Access log AC-902 shows user jsingh was granted level-2 read access to the finance repository at 08:14 on 3 June. At 08:50, an elevation request to level-3 write access was submitted but remained pending approval. At 11:30 the same day, admin patel approved a level-2 access renewal for jsingh, unrelated to the pending elevation request.",Admin patel denied the level-3 elevation request submitted at 08:50.,0,contradiction,controlplane-nli-v1-train-b003-f005,internal_assistant,hard,access_control
controlplane-nli-v1-train-b002-000054,"Project Ember's dependency plan at Meadowrun Robotics requires interface freeze before integration testing and testing closure before pilot deployment. Interface freeze finished September 3, testing began September 5 and closed September 18, and pilot deployment began September 21.",Project Ember began pilot deployment before integration testing closed.,0,contradiction,controlplane-nli-v1-train-b002-f014,internal_assistant,medium,project reporting
controlplane-nli-v1-train-b002-000073,"Sable Crest Finance uses a synthetic equipment-finance precheck with two necessary conditions: documented collateral coverage of at least 125% of requested principal and a first-priority lien position. File SCF-31 requests $80,000 and contains an accepted equipment valuation of $104,000, which the worksheet records as 130% coverage. The lien report lists Sable Crest Finance as first priority. The precheck is marked passed; final credit approval is a separate stage.",SCF-31 satisfies both documented conditions for the equipment-finance precheck.,1,entailment,controlplane-nli-v1-train-b002-f019,regulated_decision_support,medium,lending
controlplane-nli-v1-train-b005-000079,"Priya Cole's recommendation in ARV-90 supports approval, but the board decision remains outstanding. The file excerpt does not provide the date of the future board vote or indicate whether every board member agrees with Priya's assessment.",The Review Board will vote on ARV-90 next Tuesday.,2,neutral,controlplane-nli-v1-train-b005-f020,regulated_decision_support,easy,administrative review
controlplane-nli-v1-train-b004-000037,"Onboarding a new software vendor requires both a completed IT security assessment and approval from the department director. If the annual contract exceeds $20,000, final authorization from the CFO is also required. Vendor CloudSync has passed the IT security assessment and received director approval for a $15,000 annual contract.",CloudSync can be onboarded without obtaining authorization from the CFO.,1,entailment,controlplane-nli-v1-train-b004-f010,internal_assistant,easy,Vendor Management
controlplane-nli-v1-train-b004-000026,"The standard appliance warranty covers the full cost of replacement parts and labor for mechanical failures for two years. However, if a mechanical failure is caused by user negligence or water damage, the warranty only covers the cost of parts, and the customer must pay for labor. Customer Alice's blender suffered a mechanical motor failure due to accidental water immersion during its first year of use.",The standard warranty will cover both parts and labor for Alice's blender repair.,0,contradiction,controlplane-nli-v1-train-b004-f007,customer_support,hard,Appliance Warranty
controlplane-nli-v1-train-b006-000059,"The sales team had a Q4 target of $100,000. In October, they generated $35,000. November sales were $25,000. A single large deal closed in December brought in $45,000. The company awards a 5% bonus on any revenue that exceeds the quarterly target.",The single large deal in December was signed with a new enterprise client.,2,neutral,controlplane-nli-v1-train-b006-f015,internal_assistant,hard,sales
controlplane-nli-v1-train-b003-000057,"Ticket HD-3301 was filed by user tlee reporting a printer offline issue in office suite 4B, assigned to technician Osei and resolved same day. A separate ticket, HD-3302, filed minutes later by user tlee, reports a scanner malfunction in the same suite and remains open, assigned to technician Farah. Suite 4B's printer has shown no further issues since resolution.",Ticket HD-3302 concerns the same equipment issue as ticket HD-3301.,0,contradiction,controlplane-nli-v1-train-b003-f015,internal_assistant,hard,similar_tickets
controlplane-nli-v1-train-b002-000074,"For synthetic file SCF-31, Sable Crest Finance requires collateral coverage of at least 125% plus first-priority lien status to pass its equipment-finance precheck. The accepted valuation is $104,000 against $80,000 requested principal, and the worksheet records 130% coverage. The lien report shows first priority, so the precheck passed. Final credit approval has not been issued.",SCF-31 failed the precheck because its collateral coverage was below 125%.,0,contradiction,controlplane-nli-v1-train-b002-f019,regulated_decision_support,medium,lending
controlplane-nli-v1-train-b006-000017,"The annual membership fee is $120. If a member cancels before the end of month 6, they receive a 50% refund. If they cancel during month 7 or 8, they receive a 25% refund. No refunds are issued for cancellations after month 8. Member X canceled in month 7.",Member X will receive a refund of exactly $30.,1,entailment,controlplane-nli-v1-train-b006-f005,customer_support,medium,memberships
controlplane-nli-v1-train-b004-000034,Digital movie rentals can be refunded if the viewer has watched less than 15% of the total runtime and the request is made within 48 hours of purchase. User Elena rented a 120-minute movie yesterday and watched 20 minutes of it before requesting a refund today.,Elena qualifies for a refund on her digital movie rental.,0,contradiction,controlplane-nli-v1-train-b004-f009,customer_support,medium,Digital Media
controlplane-nli-v1-train-b005-000006,"Mira Solis is the registered owner of AS-271, while Milo Solis is only an authorized contact. The account rules allow Milo to request credential assistance but expressly prevent an authorized contact from transferring ownership. The support log shows a password reset requested by Milo and no ownership-transfer entry.",Milo Solis became the owner of AS-271 when he requested the password reset.,0,contradiction,controlplane-nli-v1-train-b005-f002,customer_support,easy,account servicing
controlplane-nli-v1-train-b006-000058,"The sales team had a Q4 target of $100,000. In October, they generated $35,000. November sales were $25,000. A single large deal closed in December brought in $45,000. The company awards a 5% bonus on any revenue that exceeds the quarterly target.",The sales team earned a bonus of $500 for Q4.,0,contradiction,controlplane-nli-v1-train-b006-f015,internal_assistant,hard,sales
controlplane-nli-v1-train-b004-000074,"Administrative pre-authorization for elective physical therapy is valid for exactly 30 days from the date of approval. If the first therapy session does not occur within this 30-day window, the authorization expires and a new clinical review must be submitted. Patient Robert received pre-authorization on April 1 and attended his first therapy session on May 15.",Robert's therapy session on May 15 was fully covered by his original pre-authorization.,0,contradiction,controlplane-nli-v1-train-b004-f019,regulated_decision_support,easy,Healthcare Admin
controlplane-nli-v1-train-b001-000026,"Under HarborLeaf Travel plan T-Plus, a covered checked-bag fee can be claimed only with a receipt and when the operating carrier charged it. The guide sets a maximum reimbursement of $75 per covered trip. Seat-selection charges are handled separately, and reimbursement is not automatic.",Plan T-Plus guarantees $75 reimbursement for every checked-bag fee.,0,contradiction,controlplane-nli-v1-train-b001-f007,customer_support,medium,benefit inquiries
controlplane-nli-v1-train-b006-000037,"Team Beta consists of 14 full-time developers and 6 contractors. During the upcoming fiscal year, 2 developers will transition to part-time roles, and 3 contractors will be converted to full-time developers. No other staffing changes are planned.","After the planned changes, Team Beta will have 15 full-time developers.",1,entailment,controlplane-nli-v1-train-b006-f010,internal_assistant,easy,human_resources
controlplane-nli-v1-train-b001-000037,"CinderWorks Procurement evaluated requisition PR-602 for 40 ergonomic chairs. The approved purchase order names Alder & Finch as supplier at $310 per chair. Delivery is requested by 2026-09-15. A second bidder, Mono Ridge, quoted a lower freight charge but was not selected.",Alder & Finch is the approved supplier for requisition PR-602.,1,entailment,controlplane-nli-v1-train-b001-f010,internal_assistant,easy,procurement
controlplane-nli-v1-train-b002-000051,Larchmont Bio distinguishes its two Jordan Lee records by employee key. JL-204 works in Quality Assurance and has a temporary Summit assignment for July 8 through August 2. JL-771 works in Finance at Harbor. The HR extract does not state whether JL-771 has any planned site change after August.,Jordan Lee JL-771 will transfer to Riverside in September.,2,neutral,controlplane-nli-v1-train-b002-f013,internal_assistant,hard,human resources
controlplane-nli-v1-train-b003-000087,"Facility badge system logs show contractor badge CB-410 is provisioned for level-1 access, covering common areas and the loading dock only. An access attempt at the server room door using CB-410 was logged as denied at 14:12 on 6 August. Server room access requires level-3 clearance under facility policy.",The contractor assigned to badge CB-410 was attempting to retrieve a delivery package.,2,neutral,controlplane-nli-v1-train-b003-f022,regulated_decision_support,medium,authorization_levels
controlplane-nli-v1-train-b004-000053,"To hire a new contractor, a manager must submit a requisition form. If the manager approves, the form moves to the Finance department for budget verification. A contractor cannot begin work until Finance grants final authorization. Manager Lisa approved a requisition for a new contractor on Monday. The form is currently in the Finance department's queue for review.",Lisa's new contractor is not yet authorized to begin work.,1,entailment,controlplane-nli-v1-train-b004-f014,internal_assistant,medium,Procurement
controlplane-nli-v1-train-b004-000043,"Employees can carry over a maximum of 40 hours of unused paid time off (PTO) into the next calendar year. Any unused hours exceeding this limit are forfeited on December 31, unless the employee resides in a state with legislation prohibiting PTO forfeiture. Employee Mark resides in Texas, which allows forfeiture, and he has 55 hours of unused PTO at the end of the year.",Mark intends to use some of his carried-over PTO for a vacation in February.,2,neutral,controlplane-nli-v1-train-b004-f011,internal_assistant,easy,Human Resources
controlplane-nli-v1-train-b005-000001,"Northbridge Connect is the customer-facing trade name of Northbridge Communications LLC. Customer invoice NC-440 uses the Northbridge Connect logo, while the remittance section names Northbridge Communications LLC as the payee. The support guide explains that both names refer to the same contracting organization for this service.",Northbridge Connect and Northbridge Communications LLC refer to the same organization in invoice NC-440.,1,entailment,controlplane-nli-v1-train-b005-f001,customer_support,easy,billing support
controlplane-nli-v1-train-b004-000057,"The internal promotion rubric requires candidates for the Senior Analyst role to score at least 85 out of 100 on the technical assessment. Furthermore, candidates must have either three years of internal tenure or a bilingual certification. Candidate Tom scored 90 on the assessment, has two years of internal tenure, and holds a bilingual certification in Spanish.",Tom has met all the necessary rubric requirements to be promoted.,1,entailment,controlplane-nli-v1-train-b004-f015,internal_assistant,medium,Human Resources
controlplane-nli-v1-train-b002-000078,"Synthetic policy NM-88 at North Ember Mutual was suspended beginning November 4. Reinstatement payment could be accepted through November 13, but the rule states that reinstatement starts at the accepted payment time and is not retroactive. Payment was accepted November 9 at 14:30, and the ledger resumes active status from that timestamp.",NM-88 was continuously active from November 4 through the November 9 reinstatement.,0,contradiction,controlplane-nli-v1-train-b002-f020,regulated_decision_support,medium,insurance
controlplane-nli-v1-train-b003-000052,"Assembly line AL-9 uses sub-assembly kits, each containing 4 bracket units. A completed batch report shows 36 kits were consumed during the shift, and quality control separately confirms 144 finished brackets were logged into the output bin. No brackets were logged as scrapped during the shift.",Each consumed kit contained more than 5 bracket units.,0,contradiction,controlplane-nli-v1-train-b003-f013,regulated_decision_support,hard,component_totals
controlplane-nli-v1-train-b005-000056,"The complete CM-12 manual carries Governance Office publication responsibility. Appendix B remains attributed to Security Architecture, which wrote that section before Governance incorporated it. The two credits refer to different scopes: one covers the whole manual's publication and the other covers authorship of one appendix.",Security Architecture is credited as publisher of the entire CM-12 manual.,0,contradiction,controlplane-nli-v1-train-b005-f014,internal_assistant,medium,compliance documentation
controlplane-nli-v1-train-b005-000071,"The AR-61 ticket distinguishes Hana Roe's deletion request from the action that was actually completed, a metadata export. Deletion still needs authorization. The record does not identify which official will issue the token or when that authorization might arrive.",Records director Mina Cole will issue the AR-61 authorization token tomorrow.,2,neutral,controlplane-nli-v1-train-b005-f018,internal_assistant,hard,records administration
controlplane-nli-v1-train-b003-000031,"The build cluster has a total capacity of 200 vCPUs. Team Atlas currently has 75 vCPUs allocated, and team Orion has 60 vCPUs allocated. A pending request from team Lyra for 50 vCPUs has not yet been approved. Capacity planning notes indicate that any remaining unallocated vCPUs are held in reserve for emergency scaling.",Team Orion plans to reduce its vCPU allocation next quarter.,2,neutral,controlplane-nli-v1-train-b003-f008,internal_assistant,medium,resource_capacity
controlplane-nli-v1-train-b003-000050,"Assembly line AL-9 uses sub-assembly kits, each containing 4 bracket units. A completed batch report shows 36 kits were consumed during the shift, and quality control separately confirms 144 finished brackets were logged into the output bin. No brackets were logged as scrapped during the shift.",Some brackets were scrapped during the shift due to a stamping defect.,0,contradiction,controlplane-nli-v1-train-b003-f013,regulated_decision_support,hard,component_totals
controlplane-nli-v1-train-b005-000099,"Maple Clinic is the applicant in ER-508, Orchid Labs is the sponsor, and reviewer Sena Kim recommends keeping the file open while the applicant provides a missing attestation. The director has not issued a final decision. The excerpt does not state whether Maple Clinic has already begun preparing the attestation.",Maple Clinic has already drafted the missing attestation.,2,neutral,controlplane-nli-v1-train-b005-f025,regulated_decision_support,hard,administrative eligibility review
controlplane-nli-v1-train-b001-000015,Northvale Media logged the cancellation of SUB-440 on 2026-08-09 and disabled renewal. The customer can keep using the service until 2026-08-31. The account is on a monthly plan with no early-termination fee. The record does not specify whether the customer will receive a retention offer.,Northvale Media will send a retention offer for SUB-440 before service ends.,2,neutral,controlplane-nli-v1-train-b001-f004,customer_support,easy,subscription cancellation
controlplane-nli-v1-train-b001-000072,Redwood Axis policy text covers privileged administrators and standard analysts for remote access. Privileged accounts must use hardware-backed authentication; standard analysts have two approved options. The excerpt does not specify temporary vendor authentication or whether the referenced appendix contains such a rule.,Temporary vendor accounts may use an approved app token for remote access.,2,neutral,controlplane-nli-v1-train-b001-f018,internal_assistant,hard,internal policies
controlplane-nli-v1-train-b001-000092,SC-91 has completed both academic and community scoring in the Aurora Field scholarship workflow. The file remains pending before the panel and contains no decision amount. No panel meeting date is included in this synthetic record.,The panel will review SC-91 on 2026-09-02.,2,neutral,controlplane-nli-v1-train-b001-f023,regulated_decision_support,easy,scholarship review
controlplane-nli-v1-train-b004-000041,"Employees can carry over a maximum of 40 hours of unused paid time off (PTO) into the next calendar year. Any unused hours exceeding this limit are forfeited on December 31, unless the employee resides in a state with legislation prohibiting PTO forfeiture. Employee Mark resides in Texas, which allows forfeiture, and he has 55 hours of unused PTO at the end of the year.",Mark will forfeit 15 hours of his unused PTO on December 31.,1,entailment,controlplane-nli-v1-train-b004-f011,internal_assistant,easy,Human Resources
controlplane-nli-v1-train-b001-000056,"The August status sheet lists Nova at 18 completed tasks out of 20 planned and Vale at 14 out of 16. HelioForge reports the corresponding rates as 90% and 87.5%. Nova has one supplier risk open, while Vale has two.",Nova completed a smaller share of planned tasks than Vale.,0,contradiction,controlplane-nli-v1-train-b001-f014,internal_assistant,medium,project reporting
controlplane-nli-v1-train-b005-000064,"Devon Ives submitted Mara Ives's expense claim as her assistant. Soren Pike, not Devon, made the approval decision. The record labels Devon as submitter and Soren as approver, so the two actions must not be attributed to the same person merely because both names appear in the workflow.",Devon Ives approved EX-315 after submitting it.,0,contradiction,controlplane-nli-v1-train-b005-f016,internal_assistant,hard,expense administration
controlplane-nli-v1-train-b006-000053,"Project Gamma requires coding 400 modules. By the end of sprint 1, 120 modules were completed. In sprint 2, the team finished another 80 modules. The remaining modules are scheduled for sprint 3.",The team needs to complete 200 modules in sprint 3 to finish Project Gamma.,1,entailment,controlplane-nli-v1-train-b006-f014,internal_assistant,medium,project_management
controlplane-nli-v1-train-b004-000014,"Silver members receive standard ground shipping on all orders. Gold members receive free expedited shipping. Platinum members receive free expedited shipping and a 10% discount on cart totals over $100. However, the 10% discount cannot be combined with promotional clearance items. Customer David is a Platinum member purchasing a $120 jacket on clearance.",David will receive the 10% discount because his cart total is over the $100 threshold.,0,contradiction,controlplane-nli-v1-train-b004-f004,customer_support,medium,E-commerce
controlplane-nli-v1-train-b003-000019,"Access log AC-902 shows user jsingh was granted level-2 read access to the finance repository at 08:14 on 3 June. At 08:50, an elevation request to level-3 write access was submitted but remained pending approval. At 11:30 the same day, admin patel approved a level-2 access renewal for jsingh, unrelated to the pending elevation request.",User jsingh was granted read access to the finance repository before requesting a write access elevation.,1,entailment,controlplane-nli-v1-train-b003-f005,internal_assistant,hard,access_control
controlplane-nli-v1-train-b003-000061,"An internal memo dated 1 May listed the compliance officer for the Northgate division as R. Chen. A superseding organizational update dated 15 May, marked as authoritative, named T. Osei as the new compliance officer effective immediately. No further updates have been issued since 15 May.",T. Osei is the current compliance officer for the Northgate division.,1,entailment,controlplane-nli-v1-train-b003-f016,regulated_decision_support,hard,outdated_records
controlplane-nli-v1-train-b006-000065,"Server rack Alpha has a maximum power capacity of 5,000W. Currently, 3 standard servers are installed, drawing 800W each. An additional high-performance server drawing 1,500W is scheduled for installation tomorrow. A safety buffer of 500W must remain unused at all times.","After tomorrow's installation, server rack Alpha will have 600W of usable capacity remaining.",1,entailment,controlplane-nli-v1-train-b006-f017,internal_assistant,hard,it_support
controlplane-nli-v1-train-b006-000005,"Order #441 was placed on April 10. Standard shipping takes 5 business days, and expedited shipping takes 2 business days. The customer chose expedited shipping. The warehouse requires 1 calendar day to process all orders before they ship.",The warehouse processing time for all orders is exactly 1 calendar day.,1,entailment,controlplane-nli-v1-train-b006-f002,customer_support,easy,retail
controlplane-nli-v1-train-b001-000084,"For AU-330, Riverbend Care Network completed the administrative checklist one day after receiving the request. The case remains in the clinical-review queue, and no medical necessity determination or appointment is entered. The record does not state which reviewer will take the case.",Reviewer Talia Moss will conduct the clinical review for AU-330.,2,neutral,controlplane-nli-v1-train-b001-f021,regulated_decision_support,medium,healthcare administration
controlplane-nli-v1-train-b002-000016,"Policy QS-EVAL permits an evaluation workspace to end immediately if cancellation occurs within 21 days of evaluation start. QA-54 started July 1 and the request was logged July 18. The request was accepted, and the workspace was scheduled to close at 23:59 on July 18 without a renewal charge.",QA-54's cancellation request occurred before the 21-day evaluation window expired.,1,entailment,controlplane-nli-v1-train-b002-f004,customer_support,medium,subscription cancellation
controlplane-nli-v1-train-b006-000069,"Patient chart 88-T notes a daily recommended calcium intake of 1,200 mg. The patient currently takes a morning supplement of 500 mg and gets 350 mg from their diet. The physician advised not to exceed the recommended limit.",The patient can take an additional 350 mg of calcium without exceeding the recommended limit.,1,entailment,controlplane-nli-v1-train-b006-f018,regulated_decision_support,easy,healthcare
controlplane-nli-v1-train-b002-000014,"QA-54 entered a Quillstream Analytics evaluation on July 1. Evaluation workspaces may be cancelled immediately for 21 days, and QA-54 requested cancellation on July 18. The service log accepted the request and ended access at 23:59 that day. No annual subscription order had been created.",Quillstream Analytics required QA-54 to remain active until the end of an annual term.,0,contradiction,controlplane-nli-v1-train-b002-f004,customer_support,medium,subscription cancellation
controlplane-nli-v1-train-b003-000037,Employee Meera Nair completed the forklift safety certification course on 10 January 2025. The certification is valid for 18 months from the completion date. HR records show no renewal has been filed as of the most recent audit on 5 July 2026.,Meera Nair's forklift certification had already expired by the time of the July 2026 audit.,1,entailment,controlplane-nli-v1-train-b003-f010,internal_assistant,easy,training_certification
controlplane-nli-v1-train-b005-000004,"For account NC-440, Northbridge Connect is the trade name shown to customers, while Northbridge Communications LLC is the legal name appearing in the remittance instructions. The billing handbook states that payment to the legal-name payee satisfies an invoice branded Northbridge Connect because both names refer to the same organization.",Paying Northbridge Communications LLC satisfies an NC-440 invoice branded as Northbridge Connect.,1,entailment,controlplane-nli-v1-train-b005-f001,customer_support,easy,billing support
controlplane-nli-v1-train-b004-000045,The standard travel policy limits hotel expense reimbursements to $200 per night. Employees traveling to designated high-cost cities have a limit of $300 per night. Any expense exceeding these limits must have a documented exception signed by a Vice President prior to booking. Employee Sarah booked a $350 per night hotel in a high-cost city without obtaining a Vice President's signature.,Sarah's booked hotel expense is above her authorized reimbursement limit.,1,entailment,controlplane-nli-v1-train-b004-f012,internal_assistant,easy,Travel & Expenses
controlplane-nli-v1-train-b004-000075,"Administrative pre-authorization for elective physical therapy is valid for exactly 30 days from the date of approval. If the first therapy session does not occur within this 30-day window, the authorization expires and a new clinical review must be submitted. Patient Robert received pre-authorization on April 1 and attended his first therapy session on May 15.",Robert's delay in attending his first session was due to an illness.,2,neutral,controlplane-nli-v1-train-b004-f019,regulated_decision_support,easy,Healthcare Admin
controlplane-nli-v1-train-b006-000050,"Warehouse 4 has a total storage capacity of 10,000 pallets. Currently, 6,200 pallets are occupied by electronics, and 1,800 pallets are occupied by apparel. An incoming shipment of 1,500 pallets of toys is scheduled for tomorrow.","There are currently 2,500 empty pallet spaces in Warehouse 4 before the toy shipment arrives.",0,contradiction,controlplane-nli-v1-train-b006-f013,internal_assistant,medium,logistics
controlplane-nli-v1-train-b002-000041,"Ironwood Data Fabric rotated the TLS certificate for service IDF-API. Certificate C17 was valid from January 1 through June 30. Replacement C18 became valid on June 15 and remains valid through December 31, creating a planned 16-day overlap. The change record states that C18 became the preferred certificate on June 20, while C17 remained accepted until its June 30 expiry.",Certificates C17 and C18 were both valid for IDF-API on June 20.,1,entailment,controlplane-nli-v1-train-b002-f011,internal_assistant,hard,IT operations
controlplane-nli-v1-train-b003-000091,"Store location ST-201 in Millfield reported a POS terminal outage lasting from 09:00 to 09:40 on 12 August, affecting card payments only. A separate outage at store ST-204 in Millfield South, on the same day, affected both card and cash-drawer systems from 09:15 to 10:30. Regional IT confirmed the two outages had unrelated causes.",Store ST-201 issued refunds to customers affected by the outage.,2,neutral,controlplane-nli-v1-train-b003-f023,customer_support,hard,two_similar_tickets_locations
controlplane-nli-v1-train-b001-000059,"The Kestrel Point scorecard shows Ardent Freight at 96% on-time and 8.7 quality, while Brindle Logistics has 93% on-time and 9.1 quality. Ardent is recommended for a one-year extension. The memo gives no proposed rate increase for either vendor.",Ardent Freight requested a 4% rate increase for the renewal.,2,neutral,controlplane-nli-v1-train-b001-f015,internal_assistant,medium,vendor management
controlplane-nli-v1-train-b001-000077,"Maple Strand Assurance's synthetic claim file CL-711 concerns water damage reported on 2026-08-06. The internal record shows coverage active through 2026-12-31 and marks document review complete. The claim status is 'assessment pending'; no payment amount or final coverage determination has been entered. A contractor estimate of $3,800 is attached.",Claim CL-711 is still pending assessment.,1,entailment,controlplane-nli-v1-train-b001-f020,regulated_decision_support,easy,insurance
controlplane-nli-v1-train-b003-000033,"Policy document DOC-220 revision C was published on 1 February and marked as the authoritative version. Revision D, drafted on 15 February, was circulated for internal comment but was withdrawn on 22 February after reviewers flagged inconsistencies. No further revision has since been published, and revision C remains listed as current in the document registry.",Revision C is currently the authoritative version of DOC-220.,1,entailment,controlplane-nli-v1-train-b003-f009,regulated_decision_support,hard,document_versioning
controlplane-nli-v1-train-b006-000007,"Order #441 was placed on April 10. Standard shipping takes 5 business days, and expedited shipping takes 2 business days. The customer chose expedited shipping. The warehouse requires 1 calendar day to process all orders before they ship.",April 10 falls on a Monday.,2,neutral,controlplane-nli-v1-train-b006-f002,customer_support,easy,retail
controlplane-nli-v1-train-b004-000023,"The ""Early Bird"" discount applies a 20% price reduction to orders up to and including $500. For orders strictly greater than $500, a flat $100 discount is applied instead of the percentage. The discount is calculated based on the pre-tax total. Customer John places an order with a pre-tax total of exactly $500.",John completed payment for his order using a corporate credit card.,2,neutral,controlplane-nli-v1-train-b004-f006,customer_support,hard,Sales & Discounts
controlplane-nli-v1-train-b004-000011,"Cloud platform customers can claim a 10% monthly service credit if they experience an unscheduled outage lasting more than 4 consecutive hours. To qualify, the customer must report the outage via the support portal within 24 hours of its resolution. The Alpha server cluster experienced a 6-hour unscheduled outage on Tuesday. CorpNet uses the Alpha cluster and submitted a support ticket on Thursday, 48 hours after resolution.",CorpNet experienced significant financial losses as a direct result of the Tuesday Alpha server outage.,2,neutral,controlplane-nli-v1-train-b004-f003,customer_support,medium,Cloud Infrastructure
controlplane-nli-v1-train-b005-000053,"Compliance manual CM-12 was published by the Governance Office. Appendix B, however, was written by the Security Architecture team and incorporated into the manual without changing that appendix's authorship. The publication cover names Governance Office as publisher of the complete manual and the appendix header separately credits Security Architecture.",Security Architecture authored Appendix B of compliance manual CM-12.,1,entailment,controlplane-nli-v1-train-b005-f014,internal_assistant,medium,compliance documentation
